Date,SPX,GLD,USO,SLV,EUR/USD,Price,Volume,Market_Cap
05-12-2008,1403.579956,86.989998,100.110001,16.997,1.5477,86.989998,3498,304291.01
5/13/2008,1403.040039,85.389999,101.709999,16.554001,1.54691,85.389999,9791,836053.48
5/14/2008,1408.660034,85.199997,100.220001,16.365999,1.545094,85.199997,5324,453604.78
5/15/2008,1423.569946,87.0,100.209999,16.555,1.5596,87.0,6794,591078.0
5/19/2008,1426.630005,89.389999,102.800003,16.819,1.565411,89.389999,4734,423172.26
5/20/2008,1413.400024,90.900002,104.300003,17.5,1.578806,90.900002,6096,554126.41
5/21/2008,1390.709961,91.959999,108.309998,17.860001,1.573193,91.959999,3729,342918.84
5/22/2008,1394.349976,90.980003,105.629997,17.780001,1.578507,90.980003,8337,758500.29
5/27/2008,1385.349976,89.360001,104.260002,17.256001,1.565607,89.360001,5475,489246.01
5/28/2008,1390.839966,89.139999,105.919998,17.264999,1.551807,89.139999,9500,846829.99
5/29/2008,1398.26001,86.510002,102.260002,16.478001,1.554098,86.510002,4630,400541.31
06-02-2008,1385.670044,87.959999,103.050003,16.642,1.545022,87.959999,7958,699985.67
06-03-2008,1377.650024,86.879997,100.650002,16.587,1.543258,86.879997,8457,734744.13
06-04-2008,1377.199951,86.650002,98.980003,16.641001,1.558895,86.650002,9032,782622.82
06-05-2008,1404.050049,86.449997,103.949997,16.972,1.578507,86.449997,6670,576621.48
06-09-2008,1361.76001,87.989998,109.050003,16.944,1.546408,87.989998,1168,102772.32
06-10-2008,1358.439941,85.550003,107.019997,16.440001,1.555791,85.550003,7679,656938.47
06-11-2008,1335.48999,87.019997,110.989998,16.700001,1.546097,87.019997,1896,164989.91
06-12-2008,1339.869995,85.599998,111.269997,16.35,1.536901,85.599998,6107,522759.19
6/16/2008,1360.140015,87.010002,108.989998,16.950001,1.552193,87.010002,4377,380842.78
6/17/2008,1350.930054,87.25,108.68,16.902,1.553808,87.25,1973,172144.25
6/18/2008,1337.810059,88.279999,110.889999,17.188999,1.550989,88.279999,3928,346763.84
6/19/2008,1342.829956,88.419998,106.910004,17.153,1.562793,88.419998,7712,681895.02
6/23/2008,1318.0,87.089996,110.919998,16.629999,1.557002,87.089996,1405,122361.44
6/24/2008,1314.290039,87.470001,110.949997,16.492001,1.567398,87.470001,2708,236868.76
6/25/2008,1321.969971,87.419998,108.5,16.625999,1.575299,87.419998,5363,468833.45
6/26/2008,1283.150024,90.610001,113.120003,17.025,1.575299,90.610001,1557,141079.77
07-01-2008,1284.910034,92.660004,114.589996,17.9,1.587806,92.660004,3381,313283.47
07-02-2008,1261.52002,93.169998,116.839996,18.215,1.570007,93.169998,9712,904867.02
07-03-2008,1262.900024,92.059998,116.82,18.000999,1.571388,92.059998,3457,318251.41
07-07-2008,1252.310059,91.230003,114.949997,17.6,1.53339,91.230003,3776,344484.49
07-08-2008,1273.699951,90.860001,109.919998,17.664,1.573589,90.860001,8261,750594.47
07-09-2008,1244.689941,91.5,109.650002,17.950001,1.578507,91.5,5666,518439.0
07-10-2008,1253.390015,93.529999,114.339996,18.120001,1.594896,93.529999,4480,419014.4
7/14/2008,1228.300049,95.910004,117.480003,18.934999,1.589901,95.910004,2306,221168.47
7/15/2008,1214.910034,96.169998,112.389999,18.700001,1.582203,96.169998,6055,582309.34
7/16/2008,1245.359985,94.440002,109.25,18.545,1.58559,94.440002,8382,791596.1
7/17/2008,1260.319946,94.220001,105.529999,18.32,1.585389,94.220001,8915,839971.31
7/21/2008,1260.0,95.120003,106.669998,18.228001,1.579205,95.120003,6896,655947.54
7/22/2008,1277.0,93.059998,103.32,17.759001,1.569243,93.059998,1895,176348.7
7/23/2008,1282.189941,90.57,100.019997,17.190001,1.568874,90.57,3759,340452.63
7/24/2008,1252.540039,91.330002,101.459999,17.26,1.5673,91.330002,8763,800324.81
7/28/2008,1234.369995,91.730003,100.540001,17.360001,1.55909,91.730003,7670,703569.12
7/29/2008,1263.199951,90.589996,98.040001,17.190001,1.557366,90.589996,1657,150107.62
7/30/2008,1284.26001,89.519997,102.129997,17.360001,1.559308,89.519997,8135,728245.18
08-07-2008,1266.069946,86.089996,96.440002,16.07,1.504891,86.089996,3859,332221.29
8/25/2008,1266.839966,80.93,93.099998,13.33,1.464794,80.93,1200,97116.0
8/26/2008,1271.51001,81.230003,93.900002,13.45,1.472581,81.230003,7870,639280.12
8/27/2008,1281.660034,81.360001,95.660004,13.35,1.47141,81.360001,8780,714340.81
8/28/2008,1300.680054,82.18,93.389999,13.55,1.467093,82.18,1351,111025.18
09-02-2008,1277.579956,79.199997,89.190002,12.94,1.448604,79.199997,2072,164102.39
09-03-2008,1274.97998,78.889999,88.440002,12.75,1.426493,78.889999,6759,533217.5
09-04-2008,1236.829956,78.389999,87.019997,12.63,1.427491,78.389999,1641,128637.99
09-08-2008,1267.790039,78.860001,85.93,11.95,1.414847,78.860001,4185,330029.1
09-09-2008,1224.51001,76.489998,82.349998,11.18,1.398406,76.489998,6076,464753.23
09-10-2008,1232.040039,74.220001,82.970001,10.6,1.3996,74.220001,4368,324192.96
09-11-2008,1249.050049,73.080002,81.489998,10.32,1.423994,73.080002,5127,374681.17
9/15/2008,1192.699951,77.559998,76.300003,10.95,1.413507,77.559998,7717,598530.5
9/16/2008,1213.599976,76.790001,74.989998,10.4,1.432932,76.790001,6587,505815.74
9/17/2008,1156.390015,85.459999,77.5,11.9,1.430492,85.459999,2643,225870.78
9/18/2008,1206.51001,82.800003,79.169998,11.89,1.441795,82.800003,2407,199299.61
9/22/2008,1207.089966,89.18,87.620003,13.35,1.469292,89.18,4743,422980.74
9/23/2008,1188.219971,88.32,86.129997,13.18,1.463315,88.32,5777,510224.64
9/24/2008,1185.869995,86.709999,84.860001,13.09,1.464193,86.709999,8666,751428.85
9/25/2008,1209.180054,86.449997,86.690002,13.03,1.459897,86.449997,1334,115324.3
9/29/2008,1106.420044,89.57,77.089996,12.95,1.409642,89.57,2778,248825.46
9/30/2008,1166.359985,85.07,82.010002,11.85,1.40162,85.07,6139,522244.73
10-01-2008,1161.060059,85.970001,79.589996,12.33,1.380796,85.970001,6914,594396.59
10-02-2008,1114.280029,82.330002,75.82,10.8,1.378493,82.330002,2157,177585.81
10-06-2008,1056.890015,84.279999,71.610001,10.75,1.358806,84.279999,7949,669941.71
10-07-2008,996.22998,87.269997,72.489998,11.38,1.495707,87.269997,9553,833690.28
10-08-2008,984.940002,89.419998,72.260002,11.51,1.359804,89.419998,7689,687550.36
10-09-2008,909.919983,89.900002,69.599998,11.95,1.3398,89.900002,7281,654561.91
10/13/2008,1003.349976,81.989998,67.779999,10.59,1.361804,81.989998,6842,560975.57
10/14/2008,998.01001,82.199997,65.029999,10.86,1.344393,82.199997,5687,467471.38
10/15/2008,907.840027,83.309998,60.73,10.27,1.349,83.309998,7483,623408.72
10/16/2008,946.429993,79.290001,59.34,9.6,1.3423,79.290001,5265,417461.86
10/20/2008,985.400024,78.5,61.799999,9.77,1.306114,78.5,5761,452238.5
10/21/2008,955.049988,76.029999,58.77,9.98,1.281673,76.029999,1219,92680.57
10/22/2008,896.780029,71.709999,54.93,9.45,1.294498,71.709999,6672,478449.11
10/23/2008,908.109985,70.650002,56.599998,9.38,1.262993,70.650002,6196,437747.41
10/27/2008,848.919983,72.18,50.849998,8.85,1.246463,72.18,4164,300557.52
10/28/2008,940.51001,73.790001,53.220001,9.05,1.280902,73.790001,4814,355225.06
10/29/2008,930.090027,74.0,55.68,9.67,1.295924,74.0,9657,714618.0
10/30/2008,954.090027,72.709999,54.0,9.68,1.286803,72.709999,1483,107828.93
10/31/2008,968.75,71.339996,55.59,9.58,1.270196,71.339996,1967,140325.77
11-03-2008,966.299988,71.099998,52.490002,9.62,1.261798,71.099998,4256,302601.59
11-04-2008,1005.75,75.480003,57.380001,10.12,1.298398,75.480003,7244,546777.14
11-05-2008,952.77002,72.800003,53.84,10.21,1.291806,72.800003,9663,703466.43
11-06-2008,904.880005,72.220001,50.150002,9.9,1.269503,72.220001,3568,257680.96
11-07-2008,930.98999,72.5,50.040001,9.94,1.271407,72.5,5416,392660.0
11-10-2008,919.210022,73.580002,51.23,10.06,1.274795,73.580002,6275,461714.51
11-11-2008,898.950012,72.050003,48.110001,9.64,1.251596,72.050003,1374,98996.7
11-12-2008,852.299988,70.0,45.75,9.17,1.245904,70.0,6638,464660.0
11/13/2008,911.289978,72.150002,49.0,9.3,1.278871,72.150002,9489,684631.37
11/14/2008,873.289978,73.300003,46.18,9.36,1.2597,73.300003,7052,516911.62
11/17/2008,850.75,72.650002,45.16,9.18,1.264398,72.650002,3834,278540.11
11/18/2008,859.119995,72.510002,44.77,9.48,1.263695,72.510002,3000,217530.01
11/19/2008,806.580017,72.260002,43.259998,9.1,1.250531,72.260002,5223,377413.99
11/20/2008,752.440002,73.449997,39.549999,8.86,1.243905,73.449997,1682,123542.89
11/21/2008,800.030029,78.849998,41.0,9.52,1.259097,78.849998,8587,677084.93
11/24/2008,851.809998,80.910004,44.130001,10.43,1.291773,80.910004,1219,98629.29
11/25/2008,857.390015,80.870003,41.360001,10.19,1.303407,80.870003,3248,262665.77
11/26/2008,887.679993,80.379997,44.540001,10.19,1.289923,80.379997,7124,572627.1
11/28/2008,896.23999,80.309998,42.09,10.23,1.269793,80.309998,1148,92195.88
12-01-2008,816.210022,75.650002,39.889999,9.18,1.259906,75.650002,4969,375904.86
12-02-2008,848.809998,76.949997,38.5,9.49,1.271326,76.949997,4358,335348.09
12-03-2008,870.73999,76.18,38.049999,9.51,1.270793,76.18,2713,206676.34
12-04-2008,845.219971,75.5,35.41,9.38,1.2774,75.5,4141,312645.5
12-05-2008,876.070007,74.519997,34.25,9.4,1.271698,74.519997,7518,560241.34
12-08-2008,909.700012,76.199997,36.119999,9.89,1.491803,76.199997,1015,77343.0
12-09-2008,888.669983,76.330002,34.450001,9.7,1.292608,76.330002,5268,402106.45
12-10-2008,899.23999,79.75,35.810001,10.12,1.301406,79.75,8072,643742.0
12-11-2008,873.590027,80.650002,38.639999,10.2,1.332996,80.650002,2685,216545.26
12-12-2008,879.72998,80.809998,38.099998,10.14,1.335399,80.809998,2941,237662.2
12/15/2008,868.570007,82.599998,36.84,10.55,1.3696,82.599998,4779,394745.39
12/16/2008,913.179993,84.459999,36.439999,11.03,1.406193,84.459999,5495,464107.69
12/17/2008,904.419983,85.43,34.810001,11.29,1.440839,85.43,2039,174191.77
12/18/2008,885.280029,83.870003,32.73,10.84,1.429307,83.870003,5908,495503.98
12/19/2008,887.880005,82.629997,33.060001,10.67,1.392603,82.629997,2167,179059.2
12/22/2008,871.630005,83.459999,30.629999,10.73,1.395907,83.459999,3017,251798.82
12/23/2008,863.159973,82.629997,30.0,10.16,1.393787,82.629997,3256,269043.27
12/24/2008,868.150024,83.459999,29.02,10.28,1.400894,83.459999,2331,194545.26
12/26/2008,872.799988,85.599998,29.1,10.64,1.402702,85.599998,8037,687967.18
12/29/2008,869.419983,86.349998,30.92,10.77,1.403903,86.349998,8947,772573.43
12/30/2008,890.640015,85.900002,30.200001,10.82,1.414007,85.900002,6907,593311.31
12/31/2008,903.25,86.519997,33.099998,11.2,1.397995,86.519997,2875,248744.99
01-02-2009,931.799988,86.230003,35.630001,11.41,1.392292,86.230003,6560,565668.82
01-05-2009,927.450012,84.480003,37.299999,11.11,1.364592,84.480003,1782,150543.37
01-06-2009,934.700012,85.129997,37.25,11.34,1.351004,85.129997,3877,330049.0
01-07-2009,906.650024,82.75,33.27,10.86,1.3611,82.75,2676,221439.0
01-08-2009,909.72998,84.459999,33.200001,10.99,1.369901,84.459999,7320,618247.19
01-09-2009,890.349976,83.919998,32.369999,11.1,1.345497,83.919998,8669,727502.46
01-12-2009,870.26001,80.760002,30.65,10.5,1.336005,80.760002,2311,186636.36
1/13/2009,871.789978,80.879997,31.84,10.6,1.320202,80.879997,7698,622614.22
1/14/2009,842.619995,79.790001,31.23,10.45,1.321702,79.790001,1983,158223.57
1/15/2009,843.73999,80.389999,30.18,10.49,1.315807,80.389999,7601,611044.38
1/16/2009,850.119995,82.709999,29.860001,11.11,1.329204,82.709999,4705,389150.55
1/20/2009,805.219971,84.519997,28.66,11.09,1.288494,84.519997,4805,406118.59
1/21/2009,840.23999,84.150002,31.030001,11.18,1.300508,84.150002,4566,384228.91
1/22/2009,827.5,84.580002,30.02,11.33,1.300678,84.580002,1326,112153.08
1/23/2009,831.950012,88.529999,32.330002,11.85,1.296496,88.529999,8363,740376.38
1/26/2009,836.570007,88.949997,32.139999,11.9,1.319192,88.949997,3320,295313.99
1/27/2009,845.710022,88.379997,29.5,11.85,1.321598,88.379997,8142,719589.94
1/28/2009,874.090027,87.419998,29.75,11.86,1.315322,87.419998,3342,292157.63
1/29/2009,845.140015,89.5,29.219999,12.26,1.293795,89.5,4368,390936.0
1/30/2009,825.880005,91.309998,29.219999,12.52,1.283697,91.309998,3334,304427.53
02-02-2009,825.440002,88.839996,28.4,12.21,1.281493,88.839996,4079,362378.34
02-03-2009,838.51001,88.470001,28.870001,12.32,1.301287,88.470001,6707,593368.3
02-04-2009,832.22998,89.18,28.27,12.42,1.285562,89.18,9839,877442.02
02-05-2009,845.849976,90.120003,28.809999,12.75,1.279116,90.120003,5890,530806.82
02-06-2009,868.599976,89.589996,28.200001,12.91,1.292708,89.589996,3153,282477.26
02-09-2009,869.890015,88.32,28.25,12.72,1.295908,88.32,6256,552529.92
02-10-2009,827.159973,90.209999,26.91,12.98,1.291406,90.209999,8307,749374.46
02-11-2009,833.73999,92.290001,26.08,13.34,1.286803,92.290001,9720,897058.81
02-12-2009,835.190002,93.169998,26.129999,13.33,1.289092,93.169998,2831,263764.26
2/13/2009,826.840027,92.550003,25.6,13.54,1.286604,92.550003,1310,121240.5
2/17/2009,789.169983,95.449997,23.459999,13.99,1.258194,95.449997,8870,846641.47
2/18/2009,788.419983,96.910004,22.860001,14.17,1.256897,96.910004,9023,874418.97
2/19/2009,778.940002,95.769997,24.280001,13.89,1.265903,95.769997,8303,795178.29
2/20/2009,770.049988,97.800003,24.35,14.25,1.293293,97.800003,3063,299561.41
2/23/2009,743.330017,97.730003,23.32,14.34,1.267813,97.730003,3115,304428.96
2/24/2009,773.140015,94.730003,24.440001,13.61,1.287399,94.730003,1899,179892.28
2/25/2009,764.900024,93.150002,26.0,13.49,1.272426,93.150002,5676,528719.41
2/26/2009,752.830017,93.059998,27.23,12.97,1.272054,93.059998,3797,353348.81
2/27/2009,735.090027,92.629997,27.049999,12.88,1.267893,92.629997,1845,170902.34
03-02-2009,700.820007,90.93,24.48,12.77,1.256408,90.93,9557,869018.01
03-03-2009,696.330017,90.040001,25.389999,12.65,1.25318,90.040001,1567,141092.68
03-04-2009,712.869995,88.989998,27.610001,12.78,1.263807,88.989998,8109,721619.89
03-05-2009,682.549988,91.989998,26.559999,13.15,1.254674,91.989998,5702,524526.97
03-06-2009,683.380005,92.290001,27.99,13.18,1.263807,92.290001,5554,512578.67
03-09-2009,676.530029,90.57,28.65,12.77,1.262276,90.57,7907,716136.99
03-10-2009,719.599976,88.139999,27.83,12.45,1.271666,88.139999,1003,88404.42
03-11-2009,721.359985,89.220001,26.299999,12.59,1.280672,89.220001,7393,659603.47
03-12-2009,750.73999,91.099998,28.23,12.79,1.28989,91.099998,7813,711764.28
3/13/2009,756.549988,91.300003,27.629999,13.05,1.292992,91.300003,7109,649051.72
3/16/2009,753.890015,90.800003,28.25,12.79,1.297606,90.800003,9946,903096.83
3/17/2009,778.119995,90.040001,29.440001,12.6,1.303322,90.040001,5486,493959.45
3/18/2009,794.349976,93.089996,29.610001,12.77,1.348399,93.089996,8456,787169.01
3/19/2009,784.039978,94.349998,30.360001,13.42,1.366195,94.349998,5512,520057.19
3/20/2009,768.539978,93.589996,30.76,13.61,1.358197,93.589996,6426,601409.31
3/23/2009,822.919983,92.080002,31.780001,13.46,1.362045,92.080002,3301,303956.09
3/24/2009,806.119995,90.949997,31.610001,13.25,1.348127,90.949997,3785,344245.74
3/25/2009,813.880005,91.980003,31.209999,13.35,1.3577,91.980003,9810,902323.83
3/26/2009,832.859985,91.93,32.02,13.35,1.35307,91.93,6571,604072.03
3/27/2009,815.940002,90.690002,30.75,13.15,1.329204,90.690002,8059,730870.73
3/30/2009,787.530029,89.980003,28.700001,12.85,1.324696,89.980003,4256,382954.89
3/31/2009,797.869995,90.279999,29.049999,12.79,1.3241,90.279999,2496,225338.88
04-01-2009,811.080017,91.029999,28.58,12.84,1.346692,91.029999,7092,645584.75
04-02-2009,834.380005,88.800003,30.98,12.77,1.348909,88.800003,6527,579597.62
04-06-2009,835.47998,85.269997,30.23,11.94,1.327739,85.269997,8066,687787.8
04-07-2009,815.549988,86.739998,28.940001,12.07,1.325135,86.739998,5948,515929.51
04-08-2009,825.159973,86.610001,29.49,12.14,1.315997,86.610001,3401,294560.61
04-09-2009,856.559998,86.309998,30.690001,12.17,1.317593,86.309998,4499,388308.68
4/13/2009,858.72998,87.879997,29.68,12.57,1.327404,87.879997,3528,310040.63
4/14/2009,841.5,87.370003,29.209999,12.54,1.322594,87.370003,8592,750683.07
4/15/2009,852.059998,87.5,29.309999,12.55,1.318044,87.5,4187,366362.5
4/16/2009,865.299988,85.809998,29.290001,12.06,1.304495,85.809998,7681,659106.59
4/20/2009,832.390015,86.949997,27.219999,11.89,1.293494,86.949997,6731,585260.43
4/21/2009,850.080017,86.889999,27.33,11.86,1.300576,86.889999,1709,148495.01
4/22/2009,843.549988,87.379997,27.34,12.13,1.314095,87.379997,6623,578717.72
4/23/2009,851.919983,88.800003,27.879999,12.54,1.325803,88.800003,2448,217382.41
4/27/2009,857.51001,89.010002,28.08,12.66,1.313094,89.010002,1424,126750.24
4/28/2009,855.159973,87.75,27.85,12.3,1.326594,87.75,7171,629255.25
4/29/2009,873.640015,88.330002,28.559999,12.55,1.323522,88.330002,6926,611773.59
4/30/2009,872.809998,87.269997,28.629999,12.21,1.326805,87.269997,7263,633841.99
05-04-2009,907.23999,88.639999,30.559999,12.83,1.331593,88.639999,7847,695558.07
05-05-2009,903.799988,88.25,30.15,13.14,1.331292,88.25,8419,742976.75
05-06-2009,919.530029,89.540001,31.43,13.52,1.339208,89.540001,1282,114790.28
05-07-2009,907.390015,89.440002,31.49,13.6,1.363903,89.440002,2332,208574.08
05-11-2009,909.23999,89.690002,32.290001,13.74,1.364498,89.690002,1589,142517.41
05-12-2009,908.349976,90.699997,32.630001,14.02,1.358862,90.699997,2815,255320.49
5/13/2009,883.919983,91.089996,32.189999,13.81,1.363605,91.089996,1538,140096.41
5/14/2009,893.070007,91.029999,32.400002,13.85,1.350202,91.029999,7937,722505.1
5/18/2009,909.710022,90.360001,32.709999,13.58,1.363234,90.360001,9801,885618.37
5/19/2009,908.130005,90.959999,32.790001,13.98,1.377297,90.959999,9530,866848.79
5/20/2009,903.469971,92.25,33.869999,14.1,1.390608,92.25,1294,119371.5
5/21/2009,888.330017,93.849998,33.380001,14.34,1.400305,93.849998,8219,771353.13
5/26/2009,910.330017,93.760002,34.110001,14.42,1.383394,93.760002,5881,551402.57
5/27/2009,893.059998,93.449997,34.580002,14.58,1.393107,93.449997,3175,296703.74
5/28/2009,906.830017,94.239998,35.34,14.93,1.415709,94.239998,4762,448770.87
06-01-2009,942.869995,95.730003,37.43,15.35,1.430861,95.730003,3395,325003.36
06-02-2009,944.73999,96.360001,37.610001,15.75,1.414968,96.360001,2592,249765.12
06-03-2009,931.76001,94.410004,36.25,15.14,1.417796,94.410004,3738,352904.59
06-04-2009,942.460022,96.230003,37.689999,15.63,1.397194,96.230003,7001,673706.25
06-08-2009,939.140015,93.559998,37.540001,14.76,1.406331,93.559998,7196,673257.75
06-09-2009,942.429993,93.830002,38.189999,15.03,1.398386,93.830002,2747,257751.02
06-10-2009,939.150024,93.860001,38.970001,15.01,1.411094,93.860001,8858,831411.89
06-11-2009,944.890015,93.699997,39.68,15.13,1.400109,93.699997,9366,877594.17
6/15/2009,923.719971,91.099998,38.52,13.83,1.382992,91.099998,4211,383622.09
6/16/2009,911.969971,91.93,38.509998,13.99,1.393806,91.93,7491,688647.63
6/17/2009,910.710022,92.349998,38.700001,14.12,1.391498,92.349998,9563,883143.03
6/18/2009,918.369995,91.610001,38.849998,13.97,1.3947,91.610001,9632,882387.53
6/22/2009,893.039978,90.540001,36.25,13.54,1.407202,90.540001,7833,709199.83
